,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
21361,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,138927 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21362,640,FORD,Fusion TITANIUMI,2013,Sedan,Yes,Hybrid,2,82624 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21363,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,148117 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21364,1236,HONDA,FIT,2011,Hatchback,No,Petrol,1.3,108951 km,4.0,Variator,Front,04-May,Right-hand drive,White,2
21365,552,HONDA,CR-Z,2011,Hatchback,Yes,Hybrid,1.5,117282 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
21366,-,VOLKSWAGEN,Jetta,2011,Sedan,No,Petrol,2,136000 km,4.0,Manual,Front,04-May,Left wheel,Silver,8
21367,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,29086 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21368,1168,FORD,Transit Connect,2007,Microbus,No,Diesel,1.8,1000 km,4.0,Manual,Front,02-Mar,Left wheel,White,2
21369,-,MERCEDES-BENZ,320,1999,Jeep,Yes,CNG,3.2,22200 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,8
21370,1055,JEEP,Liberty,2013,Jeep,Yes,Petrol,3.5,92000 km,6.0,Automatic,Rear,04-May,Left wheel,Black,10
21371,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21372,-,BMW,530,2012,Sedan,Yes,Petrol,2,79000 km,8.0,Manual,Front,04-May,Left wheel,Silver,8
21373,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,79200 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,0
21374,-,MERCEDES-BENZ,Vito,2008,Minivan,No,Diesel,2.2 Turbo,177880 km,4.0,Automatic,Rear,02-Mar,Left wheel,White,8
21375,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,87626 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21376,880,HYUNDAI,Elantra,2018,Sedan,Yes,Diesel,1.6,20753 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21377,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,455182 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
21378,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,131000 km,4.0,Automatic,Rear,04-May,Left wheel,Black,4
21379,475,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4,138000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
21380,765,ACURA,ILX,2015,Sedan,Yes,Petrol,2,124165 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21381,-,FORD,Transit Connect,2004,Goods wagon,No,Diesel,1.8 Turbo,185000 km,4.0,Manual,Front,02-Mar,Left wheel,White,0
21382,1282,KIA,Sportage,2007,Jeep,Yes,Diesel,2,80384 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21383,915,BMW,X5,2014,Jeep,Yes,Petrol,3,54896 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
21384,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
21385,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,181920 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
21386,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,139864 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21387,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
21388,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,200179 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21389,1760,CHEVROLET,Traverse,2017,Jeep,Yes,Petrol,3.6,0 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
21390,-,TOYOTA,Prius,2011,Hatchback,Yes,Petrol,1.6 Turbo,128000 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,8
21391,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Petrol,2.0 Turbo,196800 km,4.0,Tiptronic,Front,04-May,Left wheel,White,0
21392,642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,440465 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21393,-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.5,145000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
21394,-,FORD,Transit,1998,Microbus,No,Diesel,2.5 Turbo,200000 km,4.0,Manual,Rear,04-May,Left wheel,Red,4
21395,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,95000 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
21396,-,FORD,Transit,2000,Microbus,No,Diesel,2.5 Turbo,200000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,1
21397,1823,MERCEDES-BENZ,GLE 350,2018,Jeep,Yes,Petrol,3.5,38224 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
21398,1273,TOYOTA,Highlander,2015,Jeep,Yes,Petrol,3.5,46669 km,6.0,Automatic,4x4,04-May,Left wheel,Black,10
21399,761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,190000 km,4.0,Variator,Front,04-May,Left wheel,Grey,0
21400,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
21401,-,HONDA,FIT,2011,Sedan,No,Hybrid,1.3,116000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,4
21402,875,MITSUBISHI,Mirage,2012,Hatchback,No,Petrol,1,58000 km,3.0,Automatic,Front,04-May,Right-hand drive,Blue,2
21403,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21404,-,HONDA,FIT,2012,Hatchback,No,Hybrid,1.5,950000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Blue,6
21405,501,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,114354 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21406,891,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,65000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
21407,1675,FORD,Transit,2004,Microbus,No,Diesel,2.0 Turbo,130125 km,4.0,Manual,Front,04-May,Left wheel,White,2
21408,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21409,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,74443 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21410,1091,FORD,Fusion,2016,Sedan,Yes,Petrol,2.5,149949 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21411,1325,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.5,22714 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21412,765,FORD,Fusion,2015,Sedan,Yes,Petrol,2.0 Turbo,120000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,8
21413,891,CHEVROLET,Captiva,2016,Jeep,Yes,Diesel,2,85569 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21414,753,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,221126 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
21415,1018,BMW,528,2011,Sedan,Yes,Petrol,3,206541 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
21416,639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,83416 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21417,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,435560 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21418,-,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,131200 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
21419,1624,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.5,297378 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21420,639,SUBARU,Forester,2014,Jeep,Yes,Petrol,2,110098 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
21421,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,182947 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21422,843,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,181000 km,4.0,Variator,Front,04-May,Left wheel,Silver,10
21423,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,71104 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21424,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
21425,-,NISSAN,X-Trail 4X4,2008,Jeep,Yes,Petrol,2.5,150000 km,4.0,Variator,Front,04-May,Right-hand drive,White,2
21426,880,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,1.6,88725 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21427,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21428,1323,TOYOTA,Camry,2020,Sedan,Yes,Petrol,2.5,15338 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
21429,640,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,83000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21430,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,108222 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
21431,781,HYUNDAI,H1,2012,Minivan,Yes,Diesel,2.5,62100 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21432,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,241227 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21433,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,61478 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21434,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,65981 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
21435,586,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,108000 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
21436,1024,NISSAN,Altima,2010,Sedan,Yes,Hybrid,2.5,117000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21437,442,TOYOTA,Prius,2017,Hatchback,Yes,Hybrid,1.8,19109 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21438,-,OPEL,Astra ინსიგნია,2009,Sedan,No,Petrol,1.8,202000 km,4.0,Manual,Front,04-May,Left wheel,Black,11
21439,481,FORD,Fusion,2017,Sedan,Yes,Hybrid,2,36000 km,6.0,Automatic,Front,04-May,Left wheel,Blue,8
21440,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,39221 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
21441,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,277189 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
21442,-,SUBARU,Legacy LIMITED,2010,Sedan,Yes,Petrol,2.5,133000 km,4.0,Variator,4x4,04-May,Left wheel,Carnelian red,12
21443,531,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,167405 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
21444,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
21445,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
21446,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,76551 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21447,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,100744 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21448,308,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,187334 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21449,917,MERCEDES-BENZ,GL 350,2013,Jeep,Yes,Diesel,3.0 Turbo,82000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
21450,-,MITSUBISHI,Pajero,1997,Jeep,No,Petrol,2.4,220000 km,4.0,Manual,4x4,02-Mar,Right-hand drive,Grey,2
21451,1236,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,81000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Green,6
21452,-,MERCEDES-BENZ,CLK 55 AMG,2002,Coupe,Yes,Petrol,5.5,260000 km,8.0,Tiptronic,Rear,02-Mar,Left wheel,Black,10
21453,585,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.8,130000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21454,1347,MINI,Cooper,2012,Hatchback,No,Petrol,1.6,41000 km,4.0,Automatic,Front,04-May,Right-hand drive,Beige,6
21455,502,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,320000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10
21456,1598,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3,213998 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
21457,-,MERCEDES-BENZ,E 220,2007,Sedan,Yes,Diesel,2.2 Turbo,175000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,12
21458,-,FORD,Transit 150,1998,Microbus,No,Diesel,2.5 Turbo,269500 km,4.0,Manual,Rear,04-May,Left wheel,White,2
21459,639,BMW,428,2014,Coupe,Yes,Petrol,2.0 Turbo,116800 km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Black,12
21460,690,TOYOTA,Aqua,2016,Hatchback,Yes,Petrol,1.5,30537 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21461,-,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,240000 km,4.0,Automatic,Front,04-May,Left wheel,White,6
21462,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,224518 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21463,1481,FORD,Transit,2006,Microbus,No,Diesel,2.0 Turbo,151000 km,4.0,Manual,Front,04-May,Left wheel,White,4
21464,639,FORD,Explorer,2014,Jeep,Yes,Petrol,2,97176 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21465,1077,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,29496 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21466,1268,HONDA,FIT,2012,Hatchback,Yes,Hybrid,1.5,141302 km,4.0,Variator,Front,04-May,Right-hand drive,Sky blue,2
21467,-,FORD,Transit,1996,Microbus,No,Diesel,2.5,333658 km,4.0,Manual,Rear,04-May,Left wheel,White,2
21468,-,OPEL,Astra,1999,Sedan,No,Petrol,1.6,0 km,4.0,Manual,Front,04-May,Left wheel,Black,4
21469,919,BMW,X5,2012,Jeep,Yes,Diesel,3,274098 km,6.0,Automatic,4x4,04-May,Left wheel,White,0
21470,751,KIA,Optima LX,2013,Sedan,Yes,Petrol,2.4,156800 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21471,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,647347 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
21472,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,55000 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,12
21473,456,TOYOTA,Camry,2015,Sedan,No,Hybrid,2.5,11520 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10
21474,481,FORD,Fusion,2017,Sedan,Yes,Hybrid,2,128674 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21475,-,KIA,Optima,2011,Sedan,Yes,Petrol,2.4,111000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
21476,585,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,298248 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21477,-,MITSUBISHI,L 200,2008,Pickup,No,Diesel,2.5,320582 km,1.0,Manual,4x4,04-May,Left wheel,Silver,0
21478,-,OPEL,Astra,1998,Universal,No,Petrol,1.6,299000 km,4.0,Manual,Front,04-May,Left wheel,Blue,2
21479,418,CHEVROLET,Spark,2014,Hatchback,Yes,Petrol,1.2,105338 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
21480,1820,LEXUS,ES 350,2019,Sedan,Yes,Petrol,3.5,19787 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
21481,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,218690 km,4.0,Variator,Front,04-May,Left wheel,Silver,8
21482,986,TOYOTA,4Runner,2010,Sedan,Yes,Petrol,2.4,195429 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21483,-,VOLKSWAGEN,Jetta se,2012,Sedan,Yes,Petrol,2.5,75448 km,5.0,Automatic,Front,04-May,Left wheel,Silver,8
21484,2505,BMW,550,2008,Sedan,Yes,Petrol,4.8,192000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,8
21485,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,150000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21486,2132,BMW,X5,2017,Jeep,Yes,Petrol,4.4,156418 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,12
21487,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,90356 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21488,-,MERCEDES-BENZ,CLK 320,1999,Cabriolet,Yes,Petrol,3.2,179750 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,White,0
21489,761,TOYOTA,Prius 3,2010,Sedan,Yes,Hybrid,1.8,130000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,6
21490,289,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,349288 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
21491,-,TOYOTA,Prius,2010,Sedan,No,Petrol,1.8,160000 km,4.0,Variator,Front,04-May,Left wheel,White,4
21492,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12
21493,-,HONDA,FIT,2005,Sedan,No,Petrol,1.5,165854 km,4.0,Manual,Front,04-May,Left wheel,Red,2
21494,446,OPEL,Combo,2014,Universal,No,Diesel,1.3,90000 km,4.0,Manual,Front,04-May,Left wheel,White,4
21495,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
21496,640,SUBARU,XV,2013,Sedan,Yes,Petrol,2,333208 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0
21497,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
21498,1327,HYUNDAI,H1,2018,Universal,Yes,LPG,2.5,20930 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
21499,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
21500,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,78940 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21501,2711,CHEVROLET,Tahoe,2019,Sedan,Yes,Petrol,5.3,1886 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
21502,751,HYUNDAI,Sonata,2013,Sedan,No,Hybrid,2.4,131588 km,4.0,Automatic,Front,04-May,Left wheel,Purple,8
21503,-,HONDA,FIT,2005,Sedan,No,Petrol,1.3,170000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
21504,640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,121142 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21505,-,FORD,Transit,1997,Minivan,No,Diesel,2.5,123456 km,4.0,Manual,Rear,02-Mar,Left wheel,Carnelian red,9
21506,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,294404 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
21507,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
21508,687,CHEVROLET,Aveo,2010,Sedan,Yes,Petrol,1.6,142672 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
21509,1203,BUICK,Enclave,2011,Jeep,Yes,Petrol,3.6,141922 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
21510,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,50008 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21511,649,RENAULT,Scenic,2010,Sedan,No,Diesel,1.5 Turbo,165000 km,4.0,Manual,Front,04-May,Left wheel,Grey,6
21512,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,32974 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
21513,-,OPEL,Corsa,1997,Hatchback,No,Petrol,1,200000 km,3.0,Manual,Front,04-May,Left wheel,Blue,2
21514,891,HYUNDAI,Tucson,2016,Sedan,Yes,Petrol,2,175912 km,4.0,Automatic,Front,04-May,Left wheel,White,0
21515,-,LEXUS,RX 400,2007,Jeep,Yes,Hybrid,3.3,133700 km,6.0,Tiptronic,4x4,04-May,Left wheel,Blue,12
21516,891,AUDI,A6,2016,Sedan,Yes,Petrol,2,97826 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0
21517,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,45296 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21518,830,HONDA,FIT,2019,Sedan,Yes,Petrol,1.5,13362 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21519,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
21520,789,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,67384 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21521,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
21522,761,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,133000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21523,3515,MERCEDES-BENZ,E 430 AVANTGARDE,2000,Universal,Yes,Petrol,4.3,150000 km,8.0,Tiptronic,Rear,04-May,Left wheel,White,12
21524,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,175000 km,4.0,Automatic,Front,04-May,Left wheel,Golden,12
21525,900,DODGE,Dart,2015,Sedan,No,Petrol,2.4,108000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
21526,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,192295 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21527,1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,224118 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
21528,-,SUZUKI,Swift,2006,Hatchback,No,Petrol,1.3,22000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,3
21529,1168,MERCEDES-BENZ,E 200,2007,Sedan,Yes,Petrol,1.8 Turbo,75065 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,6
21530,1288,DODGE,Caliber,2007,Hatchback,Yes,Petrol,2,212450 km,4.0,Automatic,Front,04-May,Left wheel,Orange,12
21531,-,TOYOTA,Land Cruiser,2016,Jeep,Yes,Diesel,4.5 Turbo,157000 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12
21532,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,61069 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
21533,1018,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3,251120 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
21534,585,NISSAN,Sentra,2013,Sedan,No,Petrol,1.8,91200 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
21535,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,93064 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21536,1325,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.5,12336 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
21537,-,TOYOTA,Camry,2008,Sedan,Yes,Petrol,3.5,170465 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,6
21538,-,JEEP,Cherokee,1999,Jeep,Yes,CNG,4,230000 km,6.0,Automatic,4x4,04-May,Left wheel,Carnelian red,6
21539,-,SUZUKI,Kizashi,2010,Sedan,No,LPG,2.4,190000 km,4.0,Tiptronic,Front,04-May,Left wheel,Sky blue,0
21540,595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,122100 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21541,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,29034 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21542,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,117061 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
21543,1017,HONDA,Civic,2017,Coupe,Yes,Petrol,2,26488 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21544,595,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,60400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
21545,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,151923 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21546,765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,54549 km,4.0,Automatic,Rear,04-May,Left wheel,Blue,12
21547,-,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Petrol,2.5,118000 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,6
21548,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,182000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21549,640,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,92690 km,4.0,Automatic,Front,04-May,Left wheel,White,4
21550,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,793967 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21551,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,147795 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21552,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,58414 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
21553,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,128000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,4
21554,1018,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3,275862 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
21555,645,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,112427 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21556,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
